raw_text,cleaned_text,domain,sentiment,intensity,intensity_level
轻薄，散热好，做工还算不错。价格相对中关村实际要便宜，4888-300=4588元村里含税基本上也是这个价钱,轻薄 散热好 做工还算不错 价格相对中关村实际要便宜 4888 300 4588元村里含税基本上也是这个价钱,ChnSentiCorp,1,5.0,5
第一眼我竟然看成了闫妮。。。[衰],第一眼我竟然看成了闫妮 衰,WEIBO,0,5.0,2
"总体服务不错,就是房间隔音太差,走廊里的声音就像是在房间里一样,早餐也还可以",总体服务不错 就是房间隔音太差 走廊里的声音就像是在房间里一样 早餐也还可以,ChnSentiCorp,1,3.0,3
[爱你] //@豆豆?1029: 回复@InNailSalon:那更方便啦！他家电话和网站已经收藏啦[嘻嘻] //@InNailSalon:外卖为主，不提供堂食。你需要订餐在家里吃，呵呵,爱你 回复,WEIBO,1,2.9,4
#坚持锻炼#不数不知道，今天教练一数，我居然已经一个月没来锻炼了！先是去香港，然后展会，紧接着办公室开张，我都快时间停止运行了…今天前半部分做了恢复训练，后半部分练拳击。原来拳击的动作标准了之后，是这么累的事啊！打了十分钟拳，我就汗如雨下，怪不得台上比赛每回合才三分钟！[晕],不数不知道 今天教练一数 我居然已经一个月没来锻炼了 先是去香港 然后展会 紧接着办公室开张 我都快时间停止运行了 今天前半部分做了恢复训练 后半部分练拳击 原来拳击的动作标准了之后 是这么累的事啊 打了十分钟拳 我就汗如雨下 怪不得台上比赛每回合才三分钟 晕,WEIBO,0,5.0,5
味道不错，能看到送餐员的行踪,味道不错 能看到送餐员的行踪,WAIMAI,1,2.7,3
太赞了～宇宙速度～10分钟就送到～,太赞了 宇宙速度 10分钟就送到,WAIMAI,1,1.6,2
"很不好吃！没有一样满意的,除了送餐员很好",很不好吃 没有一样满意的 除了送餐员很好,WAIMAI,0,5.0,5
电源适配器太热了。出风口可以烤鸭。驱动太难找了。CPU的温度没有低于65，一般都维持在75左右，还没有玩游戏呢,电源适配器太热了 出风口可以烤鸭 驱动太难找了 CPU的温度没有低于65 一般都维持在75左右 还没有玩游戏呢,ChnSentiCorp,0,0.2,0
你是职业作家，情形不同。//@李正曦Sissi: 善心难得。。。我就舍不得捐，自己太穷了[泪] //@周石星: 无论你朝向哪一个方位，孩子，我将作为你的影 子，与你在一起。在你的身前，在你的身后；在你的左 手，在你的右手。不要恐惧这影子是一种黑暗的存在， 而要欣悦这影子是一种光明的告白。[心],你是职业作家 情形不同 善心难得 我就舍不得捐 自己太穷了 泪 无论你朝向哪一个方位 孩子 我将作为你的影 子 与你在一起 在你的身前 在你的身后 在你的左 手 在你的右手 不要恐惧这影子是一种黑暗的存在 而要欣悦这影子是一种光明的告白 心,WEIBO,0,3.2,4
很贴心，用锡纸包了呢。,很贴心 用锡纸包了呢,WAIMAI,1,3.1,3
很好，热干面有点干了，但是是正常的，好吃。,很好 热干面有点干了 但是是正常的 好吃,WAIMAI,1,3.3,3
已记录//@阿卉儿-fAy: 2011年十月 迈皋桥地铁站 丢失手机 价值2000[泪][泪]迈皋桥的小偷真心的多啊//@南京校园:公交治安确实是一个亟待解决的问题，希望有关部门能够重视起来，还大家一个平安的乘车环境,已记录 2011年十月 迈皋桥地铁站 丢失手机 价值2000 泪 泪 迈皋桥的小偷真心的多啊,WEIBO,0,0.4,0
下周接你回家[泪] 我在这里:http://t.cn/zHsijrm,下周接你回家 泪 我在这里,WEIBO,0,2.9,3
"两岁的儿子特别喜欢车,尤其是火车，于是在朋友推荐下我买了一套。没想到孩子特别喜欢，尤其是第一本《轱辘轱辘转》，天天睡觉前都要把书抱到床上看。他会不停的问我“这是什么车？”，“这是什么车？”。现在已经把第一本书都翻烂了。走在路上，看到车时，他会非常兴奋的告诉我“妈妈，水泥搅拌车！”。书中各种各样的车，给了孩子很多想像的空间，而且这是我第一次在当当上买书就非常的成功，不错，下次还来。",两岁的儿子特别喜欢车 尤其是火车 于是在朋友推荐下我买了一套 没想到孩子特别喜欢 尤其是第一本 轱辘轱辘转 天天睡觉前都要把书抱到床上看 他会不停的问我 这是什么车 这是什么车 现在已经把第一本书都翻烂了 走在路上 看到车时 他会非常兴奋的告诉我 妈妈 水泥搅拌车 书中各种各样的车 给了孩子很多想像的空间 而且这是我第一次在当当上买书就非常的成功 不错 下次还来,ChnSentiCorp,1,4.1,4
未入住前，看了上面的点评还是有些不安的。入住后感觉还可以，在芜湖这个地方，说实在的能住到这样的宾馆应该说是不错了。以后去芜湖还会选择该酒店的。,未入住前 看了上面的点评还是有些不安的 入住后感觉还可以 在芜湖这个地方 说实在的能住到这样的宾馆应该说是不错了 以后去芜湖还会选择该酒店的,ChnSentiCorp,1,0.3,0
长假结束了，明天开始上班了~！！[泪][泪][泪],长假结束了 明天开始上班了 泪 泪 泪,WEIBO,0,3.3,3
房间里铺着像餐馆一样的廉价石砖地，两床之间有一块肮脏的地毯 床上只有及薄的褥子，床垫上的弹簧不分轻重的时刻硌着你。 喷头出的水永远只有两种温度，极热和极冷 出行不方便，地点比较偏颇，从解放碑打车，很多司机都不去。 总之糟糕透顶,房间里铺着像餐馆一样的廉价石砖地 两床之间有一块肮脏的地毯 床上只有及薄的褥子 床垫上的弹簧不分轻重的时刻硌着你 喷头出的水永远只有两种温度 极热和极冷 出行不方便 地点比较偏颇 从解放碑打车 很多司机都不去 总之糟糕透顶,ChnSentiCorp,0,0.2,0
１．做工差强人意，打开屏幕的时候摄像头地方居然会响（面板陷进去了），勉强接受吧，不影响使用 ２.触摸板实在太过灵敏 ３.音质一般 ４.ＤＶＤ驱动做得一般，关的时候就能感觉到 ５.京东不送鼠标,１ 做工差强人意 打开屏幕的时候摄像头地方居然会响 面板陷进去了 勉强接受吧 不影响使用 ２ 触摸板实在太过灵敏 ３ 音质一般 ４ ＤＶＤ驱动做得一般 关的时候就能感觉到 ５ 京东不送鼠标,ChnSentiCorp,0,4.1,5
"led屏幕不错,没有坏点；；键盘舒服；装XP机器中的光盘都有驱动；京东发货快",led屏幕不错 没有坏点 键盘舒服 装XP机器中的光盘都有驱动 京东发货快,ChnSentiCorp,1,5.0,5
1.usb口太少 并且都在左边 2.包装里不带鼠标，算是个人不满意的地方吧,1 usb口太少 并且都在左边 2 包装里不带鼠标 算是个人不满意的地方吧,ChnSentiCorp,0,3.3,3
还是养狗好。@晴天萝卜腿  //@模特经纪人LUCY媛:今早一到公司就看这个视频哭死了[泪][泪],还是养狗好,WEIBO,0,3.3,3
"东西挺好吃,就是送的太慢",东西挺好吃 就是送的太慢,WAIMAI,0,0.1,2
"房间的环境非常差,而且房间还不隔音，住的不舒服。",房间的环境非常差 而且房间还不隔音 住的不舒服,ChnSentiCorp,0,5.0,5
"百度外卖送楼门口各种推辞不想上来。说了不要太辣其实做的很辣,虽然是辣子鸡丁其实也可以微辣。鸡肉味道不太对。希望不会拉肚子。一",百度外卖送楼门口各种推辞不想上来 说了不要太辣其实做的很辣 虽然是辣子鸡丁其实也可以微辣 鸡肉味道不太对 希望不会拉肚子 一,WAIMAI,0,4.6,5
"披萨凉了,3个小时才送来,饿的我还得出去吃饭",披萨凉了 3个小时才送来 饿的我还得出去吃饭,WAIMAI,0,5.0,3
[怒]//@TomLeng1986:暴力机关中的一员//@原来昵称可以tmd改啊: //@Ivan减肥为了Nichkhun: //@KDS_寡人在魔都: [嘻嘻]你们这帮屁民，不打你蛮好了//@卓卓9999: 你们去广灵四路这里看看 海F的车是怎么开的就知道了 //@KDS野哗哗: //@勃派领袖: //@风行天下老阿姨:,怒 嘻嘻 你们这帮屁民 不打你蛮好了 你们去广灵四路这里看看 海F的车是怎么开的就知道了,WEIBO,1,0.2,0
"为毛!!!姐的高中同学都开始分享关于生孩纸坐月纸要注意的事了啊??我是有落后别人多少挖挖挖!深深的受了刺激,默默的反省一下…[泪]",为毛 姐的高中同学都开始分享关于生孩纸坐月纸要注意的事了啊 我是有落后别人多少挖挖挖 深深的受了刺激 默默的反省一下 泪,WEIBO,0,4.0,4
速度慢，还撒了。不如美团外卖。,速度慢 还撒了 不如美团外卖,WAIMAI,0,0.2,0
超级差评！两个小时！！！,超级差评 两个小时,WAIMAI,0,3.1,3
全国的各大事业单位，目前采用的所谓“编制”手法，实际是制造员工收入差距、心理隔阂，加深官民对立情绪，人为创造裙带腐败关系，制造人际不和谐的罪魁祸首！一定要彻底废除！//@医生哥波子: 回复@徜徉春天里:确实如此！ //@徜徉春天里:震聋发聩啊：[怒]“编制”实质就是管办分开的拦路虎！,全国的各大事业单位 目前采用的所谓 编制 手法 实际是制造员工收入差距 心理隔阂 加深官民对立情绪 人为创造裙带腐败关系 制造人际不和谐的罪魁祸首 一定要彻底废除 回复,WEIBO,0,5.0,5
很不错，不过综合起来还是肘子卷更好吃,很不错 不过综合起来还是肘子卷更好吃,WAIMAI,1,5.0,5
"少小菜,少筷子",少小菜 少筷子,WAIMAI,0,1.0,1
看到很多评价都很高，结果期待也高了些，没有想象的好看，外观一般，缺乏质感，毕竟这个价位嘛。,看到很多评价都很高 结果期待也高了些 没有想象的好看 外观一般 缺乏质感 毕竟这个价位嘛,ChnSentiCorp,1,5.0,5
脆皮蛋卷没放！！！,脆皮蛋卷没放,WAIMAI,0,0.2,0
想改下我对这本书的评论！！因为吧！！我又仔仔细细的读了下这本书！！话说这本书是老师推介买的！！以前读，的确没意思！！BUT！！现在发现，虽然风格不适合我，文笔应该还可以的！！,想改下我对这本书的评论 因为吧 我又仔仔细细的读了下这本书 话说这本书是老师推介买的 以前读 的确没意思 BUT 现在发现 虽然风格不适合我 文笔应该还可以的,ChnSentiCorp,0,0.0,0
还是不错的,还是不错的,WAIMAI,1,2.2,2
好喝！快递小哥这么大的雨还送的很快！看他的湿哒哒的了！谢谢你们啦！！！,好喝 快递小哥这么大的雨还送的很快 看他的湿哒哒的了 谢谢你们啦,WAIMAI,1,3.4,3
配送员特别好！很快！感谢配送员,配送员特别好 很快 感谢配送员,WAIMAI,1,5.0,5
我多次打电话提示，比预计送餐时间迟到了26分钟，严重影响午餐时间,我多次打电话提示 比预计送餐时间迟到了26分钟 严重影响午餐时间,WAIMAI,0,1.5,1
确定是香菇鸡肉么？感觉是不是弄错了？？？？,确定是香菇鸡肉么 感觉是不是弄错了,WAIMAI,0,0.3,0
送餐很快、很好吃，干净卫生,送餐很快 很好吃 干净卫生,WAIMAI,0,3.5,3
等了2个小时依然未送到。打电话也基本打不进去。你们如果没这个功夫就别参加百度外面呀？浪费消费者时间可耻可恶没人性无职业道德的垃圾食品,等了2个小时依然未送到 打电话也基本打不进去 你们如果没这个功夫就别参加百度外面呀 浪费消费者时间可耻可恶没人性无职业道德的垃圾食品,WAIMAI,0,5.0,5
酒店设备陈旧，服务差劲，还不如二星级水准，更令人郁闷的是我早晨七点半下火车赶到酒店，却被告知要到九点方能入住，否则就要加半天房租。结果为了避免挨冻，多付了250元。结果携程还不算我的结分。真是冤透了。,酒店设备陈旧 服务差劲 还不如二星级水准 更令人郁闷的是我早晨七点半下火车赶到酒店 却被告知要到九点方能入住 否则就要加半天房租 结果为了避免挨冻 多付了250元 结果携程还不算我的结分 真是冤透了,ChnSentiCorp,0,5.0,0
我也反对这件衣服跟效果没关系 //@唐玮0925:老大看看效果先…[委屈] // @华谊袁涛 :要是穿成这样我先打死周洁！ //  @周杰0724  :不   @我   [怒][怒],我也反对这件衣服跟效果没关系 要是穿成这样我先打死周洁 不 怒 怒,WEIBO,0,1.1,1
在办公室值班一天，看了一上午的Lonely Planet，被各种瑞典景点的名字搞晕了~ 下午要看一本不晕的书，还有在值班的吗？我第一次值班，觉得整个办公室就一个人，可以看看书，上上网，溜达溜达，挺美的啊！值班的人快乐，休假的人也快乐![哈哈] [微风],在办公室值班一天 看了一上午的Lonely Planet 被各种瑞典景点的名字搞晕了 下午要看一本不晕的书 还有在值班的吗 我第一次值班 觉得整个办公室就一个人 可以看看书 上上网 溜达溜达 挺美的啊 值班的人快乐 休假的人也快乐 哈哈 微风,WEIBO,1,1.1,1
今天的降价是为明天涨价做准备，今天降0.27明天就能涨0.54.一贯手段[怒]//@威威小可: 不容易,今天的降价是为明天涨价做准备 今天降0 27明天就能涨0 54 一贯手段 怒 不容易,WEIBO,0,2.3,2
不喜欢，书的内容很散，类似用博客的形式，想到哪写到哪，没有系统性的归纳。还有好些是病人与医生的问答，不能通用。尽管有些内容和观点具有很好的参考性，但总体我不大喜欢这本书，准备转送给老人，也许她有时间用心研读，会喜欢这本书。,不喜欢 书的内容很散 类似用博客的形式 想到哪写到哪 没有系统性的归纳 还有好些是病人与医生的问答 不能通用 尽管有些内容和观点具有很好的参考性 但总体我不大喜欢这本书 准备转送给老人 也许她有时间用心研读 会喜欢这本书,ChnSentiCorp,0,5.0,5
送餐太慢，导致粉都坨了,送餐太慢 导致粉都坨了,WAIMAI,0,3.8,4
[鼓掌]一次?满足晒九??望,鼓掌 一次 满足晒九 望,WEIBO,1,5.0,5
可以装xp，但内附的驱动盘是vista的，要自己到华硕官网上下载xp驱动就可。内赠送鼠标的，害我另外多买了一个。,可以装xp 但内附的驱动盘是vista的 要自己到华硕官网上下载xp驱动就可 内赠送鼠标的 害我另外多买了一个,ChnSentiCorp,1,3.6,4
好，爱吃夹油条的煎饼果子,好 爱吃夹油条的煎饼果子,WAIMAI,1,3.6,4
差点饿死我了,差点饿死我了,WAIMAI,0,3.7,4
笑死了。。。。。 //@veggieg:[可怜][可怜][爱你]//@夏林菲: 我都感动哭了//@画下天籁: 没关系，你开心就好，OMG...[泪]//@YouTube精选:字幕版嗒~,笑死了 我都感动哭了 没关系 你开心就好 OMG 泪,WEIBO,1,0.6,1
支持小苏[鼓掌][泪],支持小苏 鼓掌 泪,WEIBO,0,4.1,4
@happy有谁共鸣 宣督查有空逐个品尝一遍去 [嘻嘻],宣督查有空逐个品尝一遍去 嘻嘻,WEIBO,1,4.1,4
野导无良！但景点点评的很到位！ //@新浪厦门:【新《旅游法》管住真导游 野导生意反而变好】昨日，记者再上鼓浪屿，与野导“过招”，结果走了15分钟，被要走30元。[衰]详情：http://t.cn/zRyb8xq,野导无良 但景点点评的很到位 野导生意反而变好 昨日 记者再上鼓浪屿 与野导 过招 结果走了15分钟 被要走30元 衰 详情,WEIBO,0,5.0,5
[抓狂]疯了都//@人群I那么像羊群:[怒]我的新年衣服用了8天了！还没到！他别告诉我年后穿[生病]他们是怎么放假的,抓狂 疯了都,WEIBO,0,0.3,0
上当的感觉。。。。听说电视里火啊。，书里讲些什么都不知道，里面故事从读者摘摘来。。。没意思。,上当的感觉 听说电视里火啊 书里讲些什么都不知道 里面故事从读者摘摘来 没意思,ChnSentiCorp,0,3.7,4
以后上班的时候要是饿了，果断拉开包嗅一下，精神抖擞可以继续干活[嘻嘻]//@陈大颖的博客: 回复@尹方鸣:只能说明我的包够大！ //@尹方鸣:[?]把打包的东东放到提包了挖，太有才了吧[嘻嘻],以后上班的时候要是饿了 果断拉开包嗅一下 精神抖擞可以继续干活 嘻嘻 回复,WEIBO,1,1.8,2
鲅鱼饺子太腥了，不好吃,鲅鱼饺子太腥了 不好吃,WAIMAI,0,3.6,4
[泪][泪][泪]我的宝贝车哦……今天一天昆明的亲们发布的图片都是水漫昆明……看到这样的情景，车主们该是怎样的心情……[生病][生病][生病],泪 泪 泪 我的宝贝车哦 今天一天昆明的亲们发布的图片都是水漫昆明 看到这样的情景 车主们该是怎样的心情 生病 生病 生病,WEIBO,0,4.9,5
书是给我两岁三个月的宝贝女儿买的，她对此书没有一点兴趣。九岁的儿子也就随便翻了翻。他平时很喜欢看不同的书的。,书是给我两岁三个月的宝贝女儿买的 她对此书没有一点兴趣 九岁的儿子也就随便翻了翻 他平时很喜欢看不同的书的,ChnSentiCorp,0,4.1,4
以前在书店看过，是和A4纸差不多大的，结果拿到，只有一半大，根本没有那种感觉。宝宝都不喜欢。,以前在书店看过 是和A4纸差不多大的 结果拿到 只有一半大 根本没有那种感觉 宝宝都不喜欢,ChnSentiCorp,0,2.7,3
百度骑士很快，从取餐到送达15分钟，商家忘了配送鸭饼，派自己人送，从第一个电话到送达用时一小时二十分钟，期间通话五六次，送达时鸭饼已冰凉，鸭子当然也凉，很失败的晚餐，商家管理有待加强。,百度骑士很快 从取餐到送达15分钟 商家忘了配送鸭饼 派自己人送 从第一个电话到送达用时一小时二十分钟 期间通话五六次 送达时鸭饼已冰凉 鸭子当然也凉 很失败的晚餐 商家管理有待加强,WAIMAI,0,5.0,5
如果收费就不能垄断，否则就不要收费了//@_-冰翼-_:[怒],如果收费就不能垄断 否则就不要收费了,WEIBO,0,4.4,4
发错单了！我吃了两份韭菜的！！！,发错单了 我吃了两份韭菜的,WAIMAI,0,1.8,2
这个无良的人@不败不行的candy 要弃我而去，还让我给她拍照[抓狂][抓狂]留念，看看这个阿拉伯鼻炎过敏人照[吃惊][酷][偷笑],这个无良的人 要弃我而去 还让我给她拍照 抓狂 抓狂 留念 看看这个阿拉伯鼻炎过敏人照 吃惊 酷 偷笑,WEIBO,0,5.0,5
同感[泪],同感 泪,WEIBO,0,2.3,2
[哈哈]//@长了腿的狗尾巴草: @Nikki南芳 姐姐是这样么。？,哈哈 姐姐是这样么,WEIBO,1,3.2,3
送的慢了点,送的慢了点,WAIMAI,1,0.3,0
袋子简直是传递正能量的天使啊～要是能送得再快一点就好了～饿的下巴要掉了～,袋子简直是传递正能量的天使啊 要是能送得再快一点就好了 饿的下巴要掉了,WAIMAI,1,1.8,2
口味很不错,口味很不错,WAIMAI,1,4.1,4
服务很差，前台小姐根本没经过培训，我说延长一点时间退房---中午1点或2点都可以，居然跟我说超过12点就要加半天房费。全国5星酒店这是头一次碰到，一般1点退房都没问题。入住时候，酒店送足疗，号称价值98块，其实不值，而且服务很没档次，又做了其他项目，居然不能挂酒店账，要付现金，而且不给发票。 补充点评 2008年7月17日 ： 看到前面有人投诉Taxi，我也想起了，司机拒载车号琼A-45153. 字母也许不对，但是号码没错。,服务很差 前台小姐根本没经过培训 我说延长一点时间退房 中午1点或2点都可以 居然跟我说超过12点就要加半天房费 全国5星酒店这是头一次碰到 一般1点退房都没问题 入住时候 酒店送足疗 号称价值98块 其实不值 而且服务很没档次 又做了其他项目 居然不能挂酒店账 要付现金 而且不给发票 补充点评 2008年7月17日 看到前面有人投诉Taxi 我也想起了 司机拒载车号琼A 45153 字母也许不对 但是号码没错,ChnSentiCorp,0,3.0,3
侬这少女心啊[伤心]森森担忧。,侬这少女心啊 伤心 森森担忧,WEIBO,0,4.0,4
速度很赞，服务很好，不错,速度很赞 服务很好 不错,WAIMAI,1,5.0,5
超烂的一本书，买了全套到目前一本也无法继续看完，当当网吹得太过了，误导消费者。,超烂的一本书 买了全套到目前一本也无法继续看完 当当网吹得太过了 误导消费者,ChnSentiCorp,0,1.5,1
不如昨天的，今天鸡肉太老，饼都干硬了，吃完牙都疼了,不如昨天的 今天鸡肉太老 饼都干硬了 吃完牙都疼了,WAIMAI,0,5.0,5
1 本本刚开始启动时候，风扇声音有点响，到后来就不响了，不知道什么原因 2 本本右上方有个红色的暗点 3 系统是vista home basic不是vista家庭高级版，有点忽悠人了,1 本本刚开始启动时候 风扇声音有点响 到后来就不响了 不知道什么原因 2 本本右上方有个红色的暗点 3 系统是vista home basic不是vista家庭高级版 有点忽悠人了,ChnSentiCorp,0,0.1,0
居然还有比郑州还随机的城市！！！[泪]@诚莲网 @大魔王快乐餐厅 @拿渡_李少伟 @//@杨华民: 太原下雪啦！郑州的雨[下雨]滴滴，停停！是等三月桃花雪吗？,居然还有比郑州还随机的城市 泪 太原下雪啦 郑州的雨 下雨 滴滴 停停 是等三月桃花雪吗,WEIBO,0,4.3,4
看她的文章，是看得见人每一刻的思绪发酵的，里面的人或婉约、或自私、或高藐、或卑怯，个个不同，但走到短文的最后，总有给人觉得叹息又惊异的结局，这是人事无常，也是人生自造化么？看那古代女子的愚昧和计较，我叹息加悲哀；看那感情犹如落花春去，我感慨加欣慰；看那命运弄人的伤聚离合，我无奈加思忖，多样的感情，让我不能一时间看完这本书，一小篇一小篇地来看，总有心得。,看她的文章 是看得见人每一刻的思绪发酵的 里面的人或婉约 或自私 或高藐 或卑怯 个个不同 但走到短文的最后 总有给人觉得叹息又惊异的结局 这是人事无常 也是人生自造化么 看那古代女子的愚昧和计较 我叹息加悲哀 看那感情犹如落花春去 我感慨加欣慰 看那命运弄人的伤聚离合 我无奈加思忖 多样的感情 让我不能一时间看完这本书 一小篇一小篇地来看 总有心得,ChnSentiCorp,1,0.4,0
怀念金童！//@天天体育: 和我们一起成长的球员都都退役了[泪][泪][泪],怀念金童 和我们一起成长的球员都都退役了 泪 泪 泪,WEIBO,0,0.2,0
虽然买书之前，已经想到了会很丑，没想到收到书后，大卫的形象还是狠狠地冲击了我的接受能力，实在是太丑了点，而且，图像很像涂鸦，如果不是买书之前看了文字说明，好多图像都理解不了是什么意思。我是不喜欢的，不知道两岁半的儿子能接受不。小家伙很有自己的审美观点，三字经背起来一套套的，晚上看看他的意见，他喜欢才是最重要的。如果他喜欢，明天一定上来重新发表评论。,虽然买书之前 已经想到了会很丑 没想到收到书后 大卫的形象还是狠狠地冲击了我的接受能力 实在是太丑了点 而且 图像很像涂鸦 如果不是买书之前看了文字说明 好多图像都理解不了是什么意思 我是不喜欢的 不知道两岁半的儿子能接受不 小家伙很有自己的审美观点 三字经背起来一套套的 晚上看看他的意见 他喜欢才是最重要的 如果他喜欢 明天一定上来重新发表评论,ChnSentiCorp,0,5.0,5
每个月的最后几天都是那么苦逼的几天，谁能送点流量我啊[泪][泪]@乐活武汉 @拖米哥 @daodaodeyu,每个月的最后几天都是那么苦逼的几天 谁能送点流量我啊 泪 泪,WEIBO,0,5.0,5
看了一小半，觉得没什么启发，放弃。ps：于丹名气这么大，也可能是我悟性差：－）,看了一小半 觉得没什么启发 放弃 ps 于丹名气这么大 也可能是我悟性差,ChnSentiCorp,0,2.6,3
很漂亮，+1元加了个内存，改了XP，到目前为止用的还是很上手的，速度也蛮快的,很漂亮 1元加了个内存 改了XP 到目前为止用的还是很上手的 速度也蛮快的,ChnSentiCorp,1,2.6,3
我TMD居然失眠了！！[泪][泪][泪]难道是周六约了@凉小亭titi 次饭太开心激动到难以入眠了？！看来我要重新审视一下我们的关系了~！！！！[吃惊][挖鼻屎][打哈气],我TMD居然失眠了 泪 泪 泪 难道是周六约了 次饭太开心激动到难以入眠了 看来我要重新审视一下我们的关系了 吃惊 挖鼻屎 打哈气,WEIBO,0,5.0,5
米线都碎了！一股搜了的味道！！！怎么吃？,米线都碎了 一股搜了的味道 怎么吃,WAIMAI,0,4.1,4
孩子的妈妈哪？[思考]//@大明_朱皓: 又准备做女寨主了？押寨丈夫要不要[嘻嘻],孩子的妈妈哪 思考 又准备做女寨主了 押寨丈夫要不要 嘻嘻,WEIBO,1,1.0,1
差别还是蛮大的 你们住的那家是传统贵族范儿[嘻嘻] //@黑摄会被抢注:恬淡温馨的色调，简洁舒适的设计，竟然有一些禅意,差别还是蛮大的 你们住的那家是传统贵族范儿 嘻嘻,WEIBO,1,3.3,3
鱼我不说啥，那个抄手……如果能拍图片，就不用说了，我估计5块都不要…,鱼我不说啥 那个抄手 如果能拍图片 就不用说了 我估计5块都不要,WAIMAI,0,1.8,2
第一次吃没拌饭酱的拌饭..,第一次吃没拌饭酱的拌饭,WAIMAI,0,0.3,0
点了霸王鸡条根本没给，番茄酱也没配，什么玩意！操！,点了霸王鸡条根本没给 番茄酱也没配 什么玩意 操,WAIMAI,0,2.7,3
我是那个花痴啊？ //@TAN小猫爱睡觉:上次人不全，需要再组织一盘[爱你][爱你][哈哈]@周邹妈妈 @书书何 @纯净如水CA,我是那个花痴啊,WEIBO,1,2.7,3
被三名干警灭国，哈哈@1克拉de爱:网友提供：还有农民起义领袖曾应龙大帝，曾化名刘春自称刘备后裔。1987年，大帝在四川达州称帝，年号蜀汉，农民起义军规模超500人，反对计划生育起义旗号为“不孝有三无后为大”。曾夜袭妇产医院俘虏全部制服诱惑，42小时被官军剿灭。 @刘春 您老也是刘奋后裔?[哈哈],被三名干警灭国 哈哈 您老也是刘奋后裔 哈哈,WEIBO,1,5.0,5
从头到尾性压抑，大量篇幅放在重复而毫无变化的心理活动上，意义不大。本来很简单的故事，写了这么长却还是显得很单薄，人物形象平的像一张纸，可是这样一本书受到如此众人追捧却很有点意思，难道现在中国人对“纯爱”渴望到这个程度？真压抑。,从头到尾性压抑 大量篇幅放在重复而毫无变化的心理活动上 意义不大 本来很简单的故事 写了这么长却还是显得很单薄 人物形象平的像一张纸 可是这样一本书受到如此众人追捧却很有点意思 难道现在中国人对 纯爱 渴望到这个程度 真压抑,ChnSentiCorp,0,5.0,5
今天忙到忘了给我半糖，下次希望别忘。,今天忙到忘了给我半糖 下次希望别忘,WAIMAI,1,0.0,0
"文采真的不错,但是人品有问题。世界之大,无奇不有。看来，我又懂了人的动物性的一面。",文采真的不错 但是人品有问题 世界之大 无奇不有 看来 我又懂了人的动物性的一面,ChnSentiCorp,0,0.8,1
这么一个平庸的作品，怎么炒得这么火爆？汗！职场小说出现了不久，已经被炒死了，在中国什么东西都是一个快字，出现的快，死亡的也快！为什么中国人的羊性这么足，一个是我们的阅读能力被我们的教育完全毁了，很高的学历的人也缺乏起码的阅读能力。另外，中国在2000多年的中央专制统治下，把有个性的人全部杀光了，我们都是缺乏主见的顺民的后代啊！！！！！,这么一个平庸的作品 怎么炒得这么火爆 汗 职场小说出现了不久 已经被炒死了 在中国什么东西都是一个快字 出现的快 死亡的也快 为什么中国人的羊性这么足 一个是我们的阅读能力被我们的教育完全毁了 很高的学历的人也缺乏起码的阅读能力 另外 中国在2000多年的中央专制统治下 把有个性的人全部杀光了 我们都是缺乏主见的顺民的后代啊,ChnSentiCorp,0,0.1,4
好大的雨[汗] 但愿明天加班不会下[悲伤]晚安北京 我的家[爱你],好大的雨 汗 但愿明天加班不会下 悲伤 晚安北京 我的家 爱你,WEIBO,0,0.7,1
3月12日入住。 价格方便，在哈尔宾算比较高的，而且是比较老的酒店，设施比较的旧，隔音的效果不好。 前台其实还不错，没有前面的哥们说的那么寒碜。交流下来还是挺愿意服务好客户的。 晚上没有骚扰电话。 应该说如果你觉得价格合适的话，应该算比较不错的宾馆了。 火车站去那边8元的起步费。飞机场的话，做门口的大巴到火车站，只要20元，然后再打车。交通还是比较方便的，步行就是秋林，远大。吃饭的话去远大楼上也不错。,3月12日入住 价格方便 在哈尔宾算比较高的 而且是比较老的酒店 设施比较的旧 隔音的效果不好 前台其实还不错 没有前面的哥们说的那么寒碜 交流下来还是挺愿意服务好客户的 晚上没有骚扰电话 应该说如果你觉得价格合适的话 应该算比较不错的宾馆了 火车站去那边8元的起步费 飞机场的话 做门口的大巴到火车站 只要20元 然后再打车 交通还是比较方便的 步行就是秋林 远大 吃饭的话去远大楼上也不错,ChnSentiCorp,1,5.0,2
有新菜我先尝尝,有新菜我先尝尝,WAIMAI,1,1.8,2
很不错，菜品物美价廉～～～,很不错 菜品物美价廉,WAIMAI,1,5.0,5
这样的人都不得好死[怒] //@济宁公安:#警惕4种借地震诈骗手段#,这样的人都不得好死 怒,WEIBO,0,2.9,5
[黑?][抓狂],黑 抓狂,WEIBO,0,0.6,1
肉松送成鸡柳了，赚到了,肉松送成鸡柳了 赚到了,WAIMAI,1,4.2,4
人大写成三义庙不好意思。,人大写成三义庙不好意思,WAIMAI,1,1.0,1
最后调整到新翼楼，是他们新装修的楼层。 还算不错的，浴室面积很大，早餐比较丰富，但是挺贵的：）,最后调整到新翼楼 是他们新装修的楼层 还算不错的 浴室面积很大 早餐比较丰富 但是挺贵的,ChnSentiCorp,1,3.2,3
